classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,97,100
FT,4,14,12,100,100,97,100
L,3,12,10,100,100,102,100
LF,10,39,32,100,100,106,100
MN,5,19,12,100,100,94,100
O,15,62,50,100,100,113,100
PE,13,54,48,100,100,99,98
PO,3,9,9,100,100,99,100
SC,4,18,15,100,100,103,100
SE,25,100,88,100,100,100,98
US,17,68,56,100,100,98,100
total,105,420,353,1100,1100,1108,1096
