classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,101,100
FT,4,14,12,100,100,98,100
L,3,12,11,100,100,103,100
LF,10,39,31,100,100,112,99
MN,5,19,15,100,100,98,100
O,15,62,52,100,100,112,100
PE,13,54,47,100,100,100,99
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,101,100
SE,25,100,93,100,100,100,98
US,17,68,56,100,100,108,98
total,105,420,365,1100,1100,1134,1094
