classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,100,100
FT,4,14,10,100,100,96,100
L,3,12,10,100,100,100,100
LF,10,39,33,100,100,104,100
MN,5,19,11,100,100,95,100
O,15,62,48,100,100,110,99
PE,13,54,46,100,100,104,99
PO,3,9,9,100,100,98,100
SC,4,18,14,100,100,99,100
SE,25,100,92,100,100,100,99
US,17,68,53,100,100,110,99
total,105,420,349,1100,1100,1116,1096
