classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,97,100
FT,4,14,12,100,100,103,100
L,3,12,12,100,100,102,100
LF,10,39,33,100,100,103,100
MN,5,19,16,100,100,94,100
O,15,62,53,100,100,111,100
PE,13,54,48,100,100,100,100
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,102,100
SE,25,100,96,100,100,100,100
US,17,68,58,100,100,108,100
total,105,420,377,1100,1100,1120,1100
