classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,97,100
FT,4,14,12,100,100,103,100
L,3,12,11,100,100,97,100
LF,10,39,35,100,100,108,100
MN,5,19,14,100,100,98,100
O,15,62,53,100,100,107,99
PE,13,54,42,100,100,99,98
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,99,99
SE,25,100,91,100,100,100,98
US,17,68,60,100,100,105,98
total,105,420,364,1100,1100,1113,1092
