classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,102,100
FT,4,14,12,100,100,105,100
L,3,12,11,100,100,96,100
LF,10,39,37,100,100,104,100
MN,5,19,15,100,100,95,100
O,15,62,49,100,100,109,100
PE,13,54,48,100,100,101,100
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,102,100
SE,25,100,91,100,100,100,100
US,17,68,58,100,100,103,100
total,105,420,369,1100,1100,1117,1100
