classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,102,100
FT,4,14,11,100,100,103,100
L,3,12,12,100,100,99,100
LF,10,39,33,100,100,100,100
MN,5,19,11,100,100,93,100
O,15,62,49,100,100,109,100
PE,13,54,47,100,100,99,99
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,99,100
SE,25,100,91,100,100,100,98
US,17,68,57,100,100,103,99
total,105,420,357,1100,1100,1107,1096
