classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,95,100
FT,4,14,10,100,100,96,100
L,3,12,10,100,100,96,100
LF,10,39,30,100,100,107,100
MN,5,19,13,100,100,93,100
O,15,62,48,100,100,110,100
PE,13,54,46,100,100,103,98
PO,3,9,9,100,100,102,100
SC,4,18,16,100,100,99,100
SE,25,100,87,100,100,100,98
US,17,68,52,100,100,106,100
total,105,420,344,1100,1100,1107,1096
